SN,TestTime,MAC,TotalStatus,K2300Series_Open,ChannelOne_OutPut,ChannelTwo_OutPut,ChannelTwo_StopOut,PowerON_Current,BES_OpenSerialPort,BES_SoftVersion,BES_HWVersion,BES_ReadBTAddress,BES_Shutdown,PowerOFF_Current,BES_ClosedSerialPort,ChannelOne_StopOut,PowerON
,20190615201539,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615201525,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615201525,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615201538,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615201516,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615201547,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,Pass,Pass,Fail,,,,,,,,,,,,
,20190615201554,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,Pass,Pass,Fail,,,,,,,,,,,,
,20190615211510,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615211550,,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,
,20190615211517,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,
,20190615211543,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,
,20190615211533,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,
,20190615211542,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.23,
,Pass,Fail,,,,,,,,,,,,,,
,20190615211510,E09DFA3E9A4C,Fail,Pass,Pass,Pass,Pass,Pass,Fail,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3E9A4C,Pass,Fail,,,,,,,,,,,,,,,,
,20190615211507,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,164,203,255,0.24,
,Pass,Fail,,,,,,,,,,,,,,
,20190615211525,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,164,203,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,15.28,,,,,,,,,,
,20190615211509,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,164,202,255,0.19,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,15.27,13.64,10.8,0.171,0,0.024,-4.9,Pass,Pass,Pass,Pass,Pass
,20190615211544,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,,
,20190615211501,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,,
,20190615211532,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,,
,20190615211526,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,168,206,255,0.02,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,10.26,8.64,5.82,0.267,0.106,0.555,-4.7,Pass,Pass,Pass,Pass,Pass
,20190615211525,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,
,20190615211500,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,
,20190615211535,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,,,
,20190615211500,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,36,9,0.18,
,Pass,Pass,Pass,10.24,8.64,5.8,0,0.007,0,-4.6,Pass,Pass,Pass,Pass
,20190615211538,E09DFA3EBB84,Pass,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,7.23,7.69,5.83,0,0,0,-4.9,Pass,Pass,Pass,Pass
,20190615211555,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,188,220,0.39,
,,,,,,,,,,,,,
,20190615211525,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,188,221,0.39,
,,,,,,,,,,,,,
,20190615211511,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,7.19,7.69,5.91,0.008,0.134,0.113,-4.3,Pass,Pass,Pass,Pass
,20190615211530,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,188,221,0.39,
,,,,,,,,,,,,,
,20190615211550,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,188,221,0.39,
,,,,,,,,,,,,,
,20190615211519,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,164,202,255,0.24,
,Pass,255,188,221,0.39,
,,,,,,,,,,,,,
,20190615211551,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,7.21,7.71,5.88,0.01,0.355,0.07,-4.7,Pass,Pass,Pass,Pass
,20190615211520,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,7.19,7.71,5.87,0.186,0.027,0,-4.5,Pass,Pass,Pass,Pass
,20190615211535,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,
,20190615211552,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,0,0,0,0.00,
,,,,,,,,,,,,,,
,20190615211539,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,7.18,7.74,5.89,0.005,0.049,0.14,-5.1,Pass,Pass,Pass,Pass
,20190615211516,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,7.2,7.72,5.9,0.974,0.686,0.08,-4.9,Pass,Pass,Pass,Pass
,20190615211516,E09DFA3EBB84,Fail,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.12,
,Pass,Pass,Pass,7.21,7.73,5.89,0.629,0.192,0.43,-4.9,Pass,Pass,Pass,Pass
,20190615211547,E09DFA3EBB84,Pass,Pass,Pass,Pass,Pass,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA3EBB84,Pass,163,202,255,0.24,
,Pass,255,37,9,0.18,
,Pass,Pass,Pass,7.2,7.73,5.9,0.002,0,0.003,-5.2,Pass,Pass,Pass,Pass
,20190615231521,,Fail,Fail,,,,,,,,,,,,,
,20190615231505,E09DFA3EB0C2,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196F100618,SYN0C1902004395,E09DFA3EB0C2,华为黑色,华为中文,3.844,833,用户模式,用户模式,Pass,Pass
,20190615231511,E09DFA3E7862,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196F100047,SYN0C1903023806,E09DFA3E7862,华为黑色,华为中文,3.8,844,用户模式,用户模式,Pass,Pass
,20190615231515,E09DFA3E8CB0,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196F100651,SYN0C1903044941,E09DFA3E8CB0,华为黑色,华为中文,3.822,833,用户模式,用户模式,Pass,Pass
,20190615231521,E09DFA3EAB29,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196D100490,SYN0C1902008213,E09DFA3EAB29,华为黑色,华为中文,3.8,833,用户模式,用户模式,Pass,Pass
,20190615231553,,Fail,Fail,,,,,,,,,,,,,
,20190615231504,,Fail,Fail,,,,,,,,,,,,,
,20190615231510,,Fail,Fail,,,,,,,,,,,,,
,20190615231523,,Fail,Fail,,,,,,,,,,,,,
,20190615231545,E09DFA3EAB29,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196D100490,SYN0C1902008213,E09DFA3EAB29,华为黑色,华为中文,3.833,833,用户模式,用户模式,Pass,Pass
,20190615231535,E09DFA3E9FC5,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196E101103,SYN0C1903037425,E09DFA3E9FC5,华为黑色,华为中文,3.788,,,,,
,20190615231557,E09DFA3E9FC5,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.120,GJ1225196E101103,SYN0C1903037425,E09DFA3E9FC5,华为黑色,华为中文,3.822,822,用户模式,用户模式,Pass,Pass
