SN,TestTime,MAC,TotalStatus,BES_OpenSerialPort,BES_HWVersion,BES_SoftVersion,BES_ReadSN,BES_ReadBTAddress,BES_WriteBattarySN,BES_CompareBattarySN,BES_WriteProductColor,BES_ReadProductColor,BES_WriteWarningTone,BES_ReadWarningTone,BES_ReadBattaryVoltage,BES_ReadNTC,BES_ClosedSerialPort
,,,,NA,B816_V10,Amazon-1.0.0.100(LC),NA,NA,NA,NA,华为黑色,华为黑色,华为中文,华为中文,3.8,795,NA
,,,,NA,B816_V10,Amazon-1.0.0.100(LC),NA,NA,NA,NA,华为黑色,华为黑色,华为中文,华为中文,3.8,795,NA
SYN0C1903021180,20190528112821,,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,,,,,,,,,,,
,20190528112807,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,E09DFA34A5E9,Pass,Fail,,,,,,,
,20190528112828,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,E09DFA34A5E9,Pass,Fail,,,,,,,
,20190528112856,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,E09DFA34A5E9,Pass,Fail,,,,,,,
SYN0C1903021180,20190528112824,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,E09DFA34A5E9,Pass,SYN0C1903021180,Pass,华为黑色,Pass,华为中文,4.099,833,Pass
,20190528112808,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,SYN0C1903021180,E09DFA34A5E9,华为黑色,华为中文,Pass,4.111,822,用户模式,用户模式,Pass,Pass
,20190528112839,,Fail,Fail,,,,,,,,,,,,,,
,20190528112809,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,SYN0C1903021180,E09DFA34A5E9,华为黑色,华为中文,Fail,,,,,,
,20190528112828,,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,SYN0C1903021180,,,,,,,,,,
,20190528112856,,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,GJ1225195L000278,SYN0C1903021180,,,,,,,,,,
,20190528172839,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A5E9,Fail,,,,,
,20190528172834,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A5E9,Fail,,,,,
,20190528172848,E09DFA34A7A2,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Fail,,,
,20190528172859,E09DFA34A7A2,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Fail,,,
,20190528172807,E09DFA34A7A2,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Pass,3.944,811,Pass
,20190528172829,E09DFA34A7A2,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Fail,,,
,20190528172842,E09DFA34A7A2,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Fail,,,
,20190528172812,,Fail,Fail,,,,,,,,,,,
,20190528172830,E09DFA34A7A2,Fail,Fail,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,Fail,,,,
,20190528172837,,Fail,Fail,,,,,,,,,,,
,20190528172837,E09DFA34A7A2,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Pass,3.944,811,Pass
,20190528172835,E09DFA34A7A2,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Fail,,,
,20190528172846,E09DFA34A7A2,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A7A2,GJ1225195U100404,SYN0C1903006755,华为黑色,华为中文,Fail,,,
,20190528182856,,Fail,Fail,,,,,,,,,
,20190528182812,,Fail,Fail,,,,,,,,,
,20190528182821,E09DFA34AC2F,Fail,Fail,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34AC2F,,,,,,
,20190528182825,E09DFA34AC2F,Fail,Fail,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34AC2F,Fail,,,,,
,20190528182832,,Fail,Fail,,,,,,,,,
,20190528182851,E09DFA34AC2F,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34AC2F,Fail,,,,,
,20190528182810,E09DFA34AC2F,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34AC2F,Fail,,,
,20190528182820,E09DFA34AC2F,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34AC2F,Pass,3.811,844,Pass
,20190528182807,E09DFA34A5E9,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A5E9,Pass,4.099,855,Pass
,20190528182848,E09DFA34A5E9,Fail,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A5E9,Fail,,,
,20190528182855,E09DFA34A5E9,Pass,Pass,B816_V10,CM70-L-BD 1.0.0.102,E09DFA34A5E9,Pass,4.122,822,Pass
